nome,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) Back-end - Home Office",Não especificado,Remoto,CLT,,MySQL,ORACLE,ReactJS,SQL Server,,,,,,,,
"Vencida, Desenvolvedor(a) Java - Home Office",Não especificado,Remoto,PJ,,Angular,Git,Hibernate,Java,,,,,,,,
"Vencida, DESENVOLVEDOR(A) WEB",Não especificado,Não Remoto,CLT,8.000,Angular,Bootstrap,HTML,JavaScript,Magento,PHP,,,,,,
"Vencida, Tech Lead/ Ruby on Rails",Não especificado,Remoto,PJ,15.000,Ruby on Rails,Administrador de sistema,ReactJS,,,,,,,,,
"Vencida, Quality Assurance  (QA Tester)",Não especificado,Remoto,CLT,4.000,API,C#,.NET,Selenium,SQL Server,Testes automatizados,,,,,,
"Vencida, Desenvolvedor(a) Java ",Não especificado,Não Remoto,CLT,10.000,Apache,API,Docker,JavaScript,Spring Boot,Java,,,,,,
"Vencida, Desenvolvedor(a) JavaScript",Não especificado,Não Remoto,CLT,8.000,JavaScript,Node.js,NPM,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Não Remoto,CLT,8.000,Java,JavaScript,Spring,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) PHP/ Laravel - Pleno",Pleno,Remoto,PJ,4.000,jQuery,Laravel,PHP,Sass,,,,,,,,
"Vencida, Desenvolvedor(a) PHP/ Laravel/ ReactJS - Pleno",Pleno,Remoto,PJ,6.000,Laravel,PHP,ReactJS,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,CLT,15.000,Docker,Git,Java,JUnit,Spring Boot,SQL Server,,,,,,
"Vencida, Desenvolvedor(a) Sênior",Sênior,Remoto,PJ,10.000,C#,ReactJS,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Full-Stack Sr",Não especificado,Remoto,PJ,,Angular,AWS S3,Azure,Java,JavaScript,,,,,,,
"Vencida, PROGRAMADOR(A) FULL STACK PLENO ",Pleno,Não Remoto,PJ,2.500,API,JavaScript,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Sênior PHP/ CodeIgniter/ JavaScript",Sênior,Remoto,PJ,12.000,CodeIgniter,Git,JavaScript,MySQL,PHP,SCRUM,,,,,,
"Vencida, .Net Core Developer",Não especificado,Remoto,PJ,,C++,.NET,.NET Core,,,,,,,,,
"Vencida, Desenvolvedor(a) Android Pleno",Pleno,Remoto,PJ,,Java,Kotlin,Android,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET Sr ",Não especificado,Remoto,PJ,15.000,Angular,Design Pattern,Docker,.NET Core,.NET,,,,,,,
"Vencida, Desenvolvedor(a) Node.js ",Não especificado,Remoto,PJ,15.000,Node.js,ReactJS,VTEX,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend Júnior",Júnior,Não Remoto,PJ,3.500,API,Node.js,TypeScript,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) de Processos",Não especificado,Remoto,PJ,,JavaScript,ORACLE,PostgreSQL,XML,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile Sr",Não especificado,Remoto,PJ,18.000,Android,iOS,Kotlin,MVVM,Swift,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Sr",Não especificado,Remoto,PJ,15.000,Angular,HTML,Sass,Testes automatizados,TypeScript,CSS,,,,,,
"Vencida, Desenvolvedor(a) Java Sr ",Não especificado,Remoto,PJ,15.000,AWS S3,Docker,Java,RESTful,Spring,TDD,,,,,,
"Vencida, Desenvolvedor(a) React Native  MOBILE",Não especificado,Remoto,CLT / PJ,5.000,Angular,React Native,Spring Boot,,,,,,,,,
"Vencida, Senior Front End (React and Node)",Não especificado,Remoto,PJ,,AWS RDS (Relational Database Service),Git,JavaScript,ReactJS,Google Analytics,Node.js,,,,,,
"Vencida, Desenvolvedor(a) ReactJS (Pleno)",Pleno,Remoto,PJ,10.000,Bootstrap,CSS,HTML,JavaScript,ReactJS,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) ReactJS (Sênior)",Sênior,Remoto,PJ,12.000,Bootstrap,CSS,JavaScript,ReactJS,TypeScript,HTML,,,,,,
"Vencida, Desenvolvedor(a) PLSQL",Não especificado,Não Remoto,CLT,,ORACLE,PLSQL,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Não Remoto,CLT,,Angular,Java,Git,,,,,,,,,
"Vencida, Desenvolvedor(a) IOS Pleno",Pleno,Não Remoto,CLT,8.000,iOS,MVC,Objective-C,Swift,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End Sênior",Sênior,Remoto,PJ,12.000,Design Pattern,Docker,Java,Jenkins ,ORACLE,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) Mobile – Home Office",Não especificado,Remoto,PJ,,Android,Angular,Flutter,Ionic,Swift,Xamarin,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno #2",Pleno,Remoto,CLT,10.000,Java,JavaEE,JavaScriptMVC,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,CLT,12.000,Cloud,Java,RabbitMQ,Spring,Spring Boot,Spring Cloud,,,,,,
"Vencida, Desenvolvedor(a) Front-End CSS3 (Remoto) ",Não especificado,Remoto,PJ,5.000,JavaScript,Sass,CSS,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP - Laravel (Remoto)",Não especificado,Remoto,PJ,6.000,PHP,Laravel,Blade,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) Java",Não especificado,Não Remoto,CLT,,Angular,JavaEE,JavaScript,Spring,SQL,Java,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,CLT,,Docker,Java,Kotlin,kubernetes,Jenkins ,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno",Pleno,Remoto,CLT,,Azure,Entity framework,.NET,.NET Core,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) Dynamics CRM",Não especificado,Remoto,PJ,10.000,Azure,JavaScript,.NET,HTML,,,,,,,,
"Vencida, Cientista de Dados IA - Deep Learning e Machine Learning",Não especificado,Não Remoto,PJ / CLT,5.000,PyTorch,Scikit-learn,TensorFlow,C++,NumPy,Python,,,,,,
"Vencida, USA remote Senior Java Software Engineer (spring boot and MVC) ",Não especificado,Remoto,PJ,,Angular,API,Java,JSON,MySQL,RESTful,,,,,,
"Vencida, Desenvolvedor(a) React Sênior",Sênior,Não Remoto,PJ,,API,Git,JavaScript,ReactJS,Redux,,,,,,,
"Vencida, Desenvolvedor(a) PHP Sênior",Sênior,Não Remoto,PJ,,AgilePHP,Git,Laravel,LUMEN,MongoDB,PHP,,,,,,
"Vencida, Desenvolvedor(a) Sênior",Sênior,Remoto,CLT,5.000,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),DevOps,Linux,,,,,,,,
"Vencida, Software Engineer Full Stack",Não especificado,Remoto,CLT,10.000,JavaScript,.NET,Node.js,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) Delphi ",Não especificado,Não Remoto,PJ,8.000,CSS,Delphi,HTML,JavaScript,PostgreSQL,SQL Server,,,,,,
"Vencida, Programador(a) Java",Não especificado,Remoto,PJ,,CSS,Git,HTML,Java,JavaScript,Spring,,,,,,
"Vencida, Pessoa Desenvolvedora Pleno",Pleno,Remoto,CLT,4.000,C#,Java,.NET,,,,,,,,,
"Vencida, Desenvolvedor(a) PJ .NET Pleno [PRO-015 #44]",Pleno,Remoto,PJ,6.000,C#,MVC,.NET,,,,,,,,,
"Vencida, Desenvolvedor(a) PJ Mobile Sênior [PRO-015 #43]",Sênior,Remoto,PJ,12.000,Android,Android Studio,API,Flutter,Java,JSON,,,,,,
"Vencida, Desenvolvedor(a) C# (Desejável C++)",Não especificado,Remoto,PJ,10.000,C#,C++,JSON,Testes automatizados,,,,,,,,
"Vencida, Desenvolvedor(a) Back-end Python Pleno (Tech Lead) - Greenole",Pleno,Remoto,PJ,15.000,Big Data,Design Pattern,Python,RESTful,SQL,,,,,,,
"Vencida, React / Node - Senior Full-Stack Engineer",Não especificado,Remoto,PJ,,JavaScript,Node.js,ReactJS,,,,,,,,,
"Vencida, Senior Vue.js Developer",Não especificado,Remoto,PJ,,CSS,HTML,JavaScript,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Sênior",Sênior,Remoto,PJ,10.000,Angular,Firebase,JavaScript,SCSS,TypeScript,,,,,,,
"Vencida, Administrador(a) de Banco de Dados ",Não especificado,Remoto,CLT,,AWS RDS (Relational Database Service),PostgreSQL,SQL Server,,,,,,,,,
"Vencida, Remote Mobile Developer",Não especificado,Remoto,CLT,,Git,Java,Kotlin,MVC,MVVM,Swift,,,,,,
"Vencida, Remote Back-End Developer",Não especificado,Remoto,CLT,,Java,Node.js,PHP,Python,Ruby,SQL,,,,,,
"Vencida, Remote Front-End Developer",Não especificado,Remoto,CLT,,Angular,ES6,Git,JavaScript,TypeScript,,,,,,,
"Vencida, Analista Desenvolvedor(a) Back End Pl",Não especificado,Remoto,CLT,,Kotlin,.NET,PHP,Python,Ruby on Rails,VB .NET,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PHP",Não especificado,Não Remoto,CLT / PJ,8.000,Laravel,PHP,MySQL,API,,,,,,,,
"Vencida, Analista de Processamento de Dados - PHP ou Python - Pleno",Pleno,Remoto,CLT,4.000,SQL,Excel,Python,,,,,,,,,
"Vencida, Desenvolvedor(a) RPA Júnior",Júnior,Remoto,CLT / PJ,7.000,CSS,HTML,JavaScript,SQL,,,,,,,,
"Vencida, Analista Desenvolvedor(a) Front-end (React)",Não especificado,Remoto,CLT,12.000,Angular,Node.js,ReactJS,,,,,,,,,
"Vencida, Analista Desenvolvedor(a) Java Júnior ",Júnior,Não Remoto,CLT / PJ,6.000,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),AWS S3,Java,SQL,Struts,,,,,,
"Vencida, Analista Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT / PJ,8.000,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),AWS S3,Java,SQL,Struts,,,,,,
"Vencida, Desenvolvedor(a) Full Stack (ASP) Pleno",Pleno,Remoto,PJ,7.000,ASP,CSS,HTML,JavaScript,.NET,VB .NET,,,,,,
"Vencida, Desenvolvedor(a) Front-End Pleno",Pleno,Remoto,PJ,7.000,Angular,API,Bootstrap,Sass,TypeScript,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Remoto,PJ,7.000,Angular,ASP.NET Core,C#,MongoDB,,,,,,,,
"Vencida, Engenheiro(a) de Software Back-End Ruby",Não especificado,Remoto,CLT / PJ,10.000,Node.js,SQL,Ruby on Rails,,,,,,,,,
"Vencida, Engenheiro(a) de Software Front-End",Não especificado,Remoto,CLT / PJ,8.000,CSS,HTML,JavaScript,ReactJS,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Ruby on Rails",Não especificado,Remoto,CLT / PJ,10.000,ReactJS,Ruby,Ruby on Rails,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Full Stack Sênior (React)",Sênior,Remoto,CLT / PJ,,Docker,Java,kubernetes,ReactJS,React Native,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) C/C++ Sênior",Sênior,Não Remoto,CLT,,C,C++,Linux,,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter Sênior",Sênior,Remoto,CLT,,API,Dart,Flutter,,,,,,,,,
"Vencida, Arquiteto(a) de Software Java ",Não especificado,Remoto,CLT,,Docker,Java,Spring,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack #2",Não especificado,Remoto,CLT,,Angular,CSS,HTML,Java,JavaScript,Spring,,,,,,
"Vencida, Desenvolvedor(a) Full Stack #1",Não especificado,Remoto,CLT,,JavaEE,JavaScript,PostgreSQL,Java,,,,,,,,
"Vencida, Desenvolvedor(a) de Software",Não especificado,Remoto,PJ,,C,C#,C++,CSS,HTML,JSON,,,,,,
"Vencida, Desenvolvedor(a) Frontend",Não especificado,Não Remoto,CLT / PJ,,Angular,Bootstrap,HTML,JavaScript,TypeScript,,,,,,,
"Vencida, Software Engineer - Backend (Java) PL e SR",Não especificado,Remoto,PJ / CLT,15.000,AWS S3,Java,SQL,Spring Boot,Azure,RabbitMQ,,,,,,
"Vencida, Desenvolvedor(a) Web Full Stack",Não especificado,Remoto,CLT,5.000,CSS,Git,JavaScript,Linux,MySQL,PHP,,,,,,
"Vencida, Desenvolvedor(a) Front End",Não especificado,Remoto,Estágio,2.000,JavaScript,Node.js,ReactJS,,,,,,,,,
"Vencida, DESENVOLVEDOR(A)/DESIGNER FRONTEND PLENO",Pleno,Remoto,PJ,,CSS,HTML,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) JavaScript - Back-End",Não especificado,Remoto,CLT / PJ,,AWS EC2 (Elastic Compute Cloud),Node.js,React Native,,,,,,,,,
"Vencida, Development Tester",Não especificado,Remoto,Estágio,,Express,Node.js,ReactJS,,,,,,,,,
"Vencida, ANALISTA DESENVOLVEDOR(A)",Não especificado,Remoto,PJ,,Dart,HTML,JavaScript,TypeScript,CSS,Flutter,,,,,,
"Vencida, Desenvolvedor(a) Back-end (Web/PHP/Node.js) Sênior",Sênior,Remoto,PJ,8.000,API,Google Cloud,JSON,MySQL,PHP,Node.js,,,,,,
"Vencida, Desenvolvedor(a) Front-end (Web/Ionic/PHP) Sênior",Sênior,Remoto,PJ,8.000,CSS,HTML,Ionic,JavaScript,PHP,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno [Remoto]",Pleno,Remoto,PJ,10.000,.NET,.NET Core,.NET MVC,C#,API,SQL,,,,,,
"Vencida, Desenvolvedor(a) Wordpress Pleno",Pleno,Remoto,PJ,2.500,CSS,HTML,PHP,WordPress,,,,,,,,
"Vencida, Desenvolvedor(a) Python",Não especificado,Não Remoto,CLT,6.000,Design Pattern,Django,POO,Python,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Front-End - Júnior [REMOTO]",Júnior,Remoto,PJ,2.500,JavaScript,PWA,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack C# / NodeJS / React (3 Anos Experiência)",Não especificado,Não Remoto,CLT / PJ,7.000,C#,.NET,.NET Core,Node.js,Vue.js,JavaScript,,,,,,
"Vencida, Analista Desenvolvedor(a) PL / SQL",Não especificado,Remoto,CLT,,PLSQL,Sharepoint,ORACLE,,,,,,,,,
"Vencida, Programador(a) Python Pleno",Pleno,Não Remoto,CLT,5.000,ERP,Python,SQL Server,,,,,,,,,
"Vencida, Front-End Developer",Não especificado,Remoto,PJ,6.000,CSS,HTML,JavaScript,Testes automatizados,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Front-End Angular Pleno",Pleno,Não Remoto,CLT,7.000,Angular,Bootstrap,CSS,HTML,JavaScript,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) .NET Sênior ",Sênior,Remoto,CLT,10.000,.NET MVC,SQL Server,ASP.NET Core,C#,.NET,.NET Core,,,,,,
"Vencida, Desenvolvedor(a) de Back-end",Não especificado,Remoto,CLT,,Design Pattern,Git,Linux,NoSQL,Python,SQL,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Remoto,PJ,10.000,API,CSS,Heroku,Ruby,Ruby on Rails,SQL,,,,,,
"Vencida, Desenvolvedor(a) .Net Pleno",Pleno,Remoto,CLT,10.000,API,ASP.NET,JavaScript,.NET,SQL Server,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) .Net Júnior",Júnior,Remoto,CLT,6.000,API,ASP.NET Core,C#,JavaScript,.NET,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) PL/SQL",Não especificado,Remoto,PJ,,ORACLE,PLSQL,Shell Script,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,CLT / PJ,10.000,Java,JavaScript,SQL,,,,,,,,,
"Vencida, Arquiteto(a) de Software",Não especificado,Remoto,CLT,,Node.js,Python,JavaScript,Linux,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Não Remoto,PJ,3.500,CSS,HTML,JavaScript,Node.js,Vue.js,,,,,,,
"Vencida, Analista Devops ",Não especificado,Remoto,CLT,15.000,AWS EC2 (Elastic Compute Cloud),Docker,Java,kubernetes,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Java (Presencial)",Não especificado,Não Remoto,CLT,5.000,Java,Angular,Delphi,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP",Não especificado,Não Remoto,PJ,6.000,PHP,PostgreSQL,Laravel,,,,,,,,,
"Vencida, Desenvolvedor(a) Back End - Node",Não especificado,Remoto,PJ,12.000,Docker,JavaScript,Node.js,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) Angular",Não especificado,Remoto,PJ,4.000,Angular,Laravel,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails Pleno",Pleno,Remoto,CLT / PJ,12.000,PostgreSQL,Ruby on Rails,API,CSS,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) iOS [Remoto]",Não especificado,Remoto,CLT,12.000,Git,iOS,Swift,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) DE SOFTWARE PLENO - PRESENCIAL",Pleno,Não Remoto,CLT,3.500,Ajax,Bootstrap,CSS,JavaScript,PHP,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) Pleno Full Stack / Asp.NET / MVC 5",Pleno,Remoto,PJ,5.000,.NET,C#,CSS,JavaScript,jQuery,SQL,,,,,,
"Vencida, DESENVOLVEDOR(A) DE SOFTWARE JÚNIOR - PRESENCIAL ",Júnior,Não Remoto,CLT,3.000,Ajax,CodeIgniter,JavaScript,PHP,ReactJS,CSS,,,,,,
"Vencida, Desenvolvedor(a) .Net MVC",Não especificado,Remoto,PJ,,Azure,C#,JSON,.NET MVC,RESTful,SQL Server,,,,,,
"Vencida, Desenvolvedor(a) Angular",Não especificado,Remoto,CLT / PJ,,Angular,Clean Code,JavaScript,,,,,,,,,
"Vencida, Programador(a) Ruby on Rails Pleno",Pleno,Remoto,PJ,10.000,Git,JavaScript,Linux,PostgreSQL,Ruby on Rails,,,,,,,
"Vencida, Tech Lead",Não especificado,Remoto,CLT,15.000,Java,ReactJS,React Native,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) de Software Front End",Não especificado,Remoto,CLT,,ReactJS,CSS,HTML,JavaScript,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Python 100% Remoto",Não especificado,Remoto,PJ,,Python,SCRUM,SQLite,,,,,,,,,
"Vencida, Desenvolvedor(a) Android Nativo",Não especificado,Remoto,CLT,12.000,Android,Java,RESTful,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Pleno",Pleno,Remoto,PJ,7.000,HTML,JavaScript,CSS,ReactJS,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Back End",Não especificado,Remoto,PJ,5.000,ReactJS,Ruby on Rails,API,Node.js,PostgreSQL,Python,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno",Pleno,Remoto,PJ,5.000,Bootstrap,Git,Laravel,Linux,MySQL,PHP,,,,,,
"Vencida, Desenvolvedor(a) Back End",Não especificado,Remoto,PJ,10.000,kubernetes,TypeScript,Docker,GraphQL,SQL,,,,,,,
"Vencida, Desenvolvedor(a) Front-end",Não especificado,Remoto,CLT / PJ,,Bootstrap,ReactJS,React Native,JavaScript,,,,,,,,
"Vencida, Data Scientist Pleno",Pleno,Remoto,CLT,10.000,Machine learning,Python,SQL,,,,,,,,,
"Vencida, Especialista em Teste (QA)",Não especificado,Remoto,CLT,12.000,Go,JavaScript,Linux,Ruby,Testes automatizados,Ruby on Rails,,,,,,
"Vencida, Desenvolvedor(a) PJ C# Pleno [PRO-019 #1]",Pleno,Remoto,PJ,8.000,SQL,.NET Core,C#,ASP.NET,JavaScript,.NET MVC,,,,,,
"Vencida, DESENVOLVEDOR(A) DE SOFTWARE",Não especificado,Não Remoto,PJ,,Android,Linux,Salesforce,,,,,,,,,
"Vencida, DESENVOLVEDOR(A) DBA",Não especificado,Não Remoto,PJ,,Linux,ORACLE,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) .NET",Não especificado,Remoto,CLT / PJ,8.000,MVC,.NET,.NET Core,Web API,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Remoto,PJ,,CSS,HTML,JavaScript,SEO,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) Júnior",Júnior,Remoto,CLT,2.000,C#,SQL,DevOps,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack",Não especificado,Remoto,PJ,8.000,API,AWS EC2 (Elastic Compute Cloud),Laravel,MySQL,PHP,ReactJS,,,,,,
"Vencida, Editor(a) Vídeo Animação",Não especificado,Remoto,Estágio,1.000,API,HTML,Unity,,,,,,,,,
"Vencida, Estágio - Desenvolvimento de Sistemas",Não especificado,Remoto,Estágio,1.500,HTML,JavaScript,MySQL,PHP,,,,,,,,
"Vencida, Desenvolvedor(a) Node.js/React.js",Não especificado,Remoto,CLT / PJ,15.000,Docker,Node.js,ReactJS,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) JavaScript",Não especificado,Remoto,CLT,2.500,C#,Vue.js,Go,PostgreSQL,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) Mobile - IOS - Java - Swift ",Não especificado,Remoto,PJ,15.000,iOS,Objective-C,Swift,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End - Oracle Commerce Cloud ",Não especificado,Remoto,PJ,12.000,API,CSS,Java,ORACLE,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno",Pleno,Não Remoto,CLT / PJ,6.000,JavaScript,MySQL,PHP,Laravel,Node.js,,,,,,,
"Vencida, Desenvolvedor(a) Front-end React.Js",Não especificado,Remoto,PJ,15.000,Cypress.io,Jest,NextJS,ReactJS,TypeScript,,,,,,,
"Vencida, DESENVOLVEDOR(A) SÊNIOR VUE.JS",Sênior,Remoto,PJ,15.000,API,Git,HTML,SQL,Vue.js,.NET,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,PJ,15.000,API,Java,Spring,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End - Sênior - React",Sênior,Remoto,PJ,10.000,CSS,HTML,JavaScript,ReactJS,TypeScript,,,,,,,
"Vencida, Engenheiro(a) DevOps Pleno",Pleno,Remoto,CLT,6.000,AWS EC2 (Elastic Compute Cloud),Bash,Cloud,DevOps,Java,Python,,,,,,
"Vencida, Desenvolvedor(a) .Net Sênior",Sênior,Remoto,PJ,15.000,API,.NET,ASP.NET Core,Azure,C#,DevOps,,,,,,
"Vencida, Desenvolvedor(a) Node - Pleno",Pleno,Remoto,CLT / PJ,8.000,API,Azure,Clean Code,Cloud,Node.js,POO,,,,,,
"Vencida, Desenvolvedor(a) .NET",Não especificado,Remoto,PJ,15.000,ASP.NET MVC,C#,.NET Core,Web API,.NET,,,,,,,
"Vencida, Desenvolvedor(a) de Softwares C# e XAF (eXpress App Framework) e ERP",Não especificado,Não Remoto,CLT,3.500,C#,ERP,ASP.NET,.NET,,,,,,,,
"Vencida, Desenvolvedor(a) de Softwares C# - Asp.Net MVC e SQL Server",Não especificado,Não Remoto,CLT,3.500,ASP.NET MVC,C#,SQL Server,,,,,,,,,
"Vencida, Programador(a) Backend Laravel Pleno - Remoto ",Pleno,Remoto,CLT,4.000,Laravel,MySQL,Redis,,,,,,,,,
"Vencida, Desenvolvedor(a) .Net",Não especificado,Não Remoto,CLT,,Angular,C#,CSS,Entity framework,.NET,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) React Native - Pleno",Pleno,Remoto,CLT,12.000,JavaScript,ReactJS,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) C/C++ - Pleno  ",Pleno,Não Remoto,CLT,12.000,API,C,C++,,,,,,,,,
"Vencida, Engenheiro(a) de Software - Front End",Não especificado,Não Remoto,CLT / PJ,,Angular,CSS,HTML,Ionic,JavaScript,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) JavaScript Júnior",Júnior,Não Remoto,CLT,3.000,API,JavaScript,Node.js,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Não Remoto,CLT / PJ,,API,CSS,JavaScript,Linux,PHP,SQL,,,,,,
"Vencida, Engenheiro(a) de Software - Back End",Não especificado,Não Remoto,CLT / PJ,,JavaEE,JavaScript,Python,Spring,SQL,,,,,,,
"Vencida, Desenvolvedor(a) Java - Everis",Não especificado,Remoto,CLT,10.000,API,AWS EC2 (Elastic Compute Cloud),AWS S3,MongoDB,MySQL,Java,,,,,,
"Vencida, Desenvolvedor(a) Front-end Sênior",Sênior,Remoto,CLT,7.000,CSS,HTML,JavaScript,ReactJS,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) PHP Sênior",Sênior,Remoto,CLT,8.000,Magento,MySQL,PHP,UML,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter - Pleno",Pleno,Remoto,CLT / PJ,,Flutter,iOS,Android,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End",Não especificado,Não Remoto,CLT,7.000,API,Cypress.io,Figma,GraphQL,ReactJS,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) Back End ",Não especificado,Não Remoto,CLT,7.000,AWS S3,C#,JavaScript,API,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,6.000,Java,JavaScript,CSS,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) React Native",Não especificado,Remoto,PJ,,React Native,TDD,Testes unitários,,,,,,,,,
"Vencida, Desenvolvedor(a) Flutter",Não especificado,Remoto,PJ,,Dart,Flutter,TDD,,,,,,,,,
"Vencida, Programador(a) Kotlin - Pleno",Pleno,Remoto,PJ,6.000,Cloud,ERP,Kotlin,SQL,,,,,,,,
"Vencida, Programador(a) Fullstack - PHP (Júnior)",Júnior,Não Remoto,CLT,2.500,Bootstrap,CSS,HTML,JavaScript,MVC,PHP,,,,,,
"Vencida, Expert React Front End Developer",Não especificado,Remoto,PJ,18.000,AWS S3,CSS,HTML,JavaScript,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Front End React Pleno",Pleno,Remoto,CLT,7.000,CSS,HTML,ReactJS,TypeScript,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) Web Front-end Designer",Não especificado,Não Remoto,CLT,4.000,ASP.NET MVC,Bootstrap,CSS,HTML,JavaScript,jQuery,,,,,,
"Vencida, Desenvolvedor(a) Node Pleno",Pleno,Remoto,PJ,7.000,JavaScript,MySQL,Node.js,TypeScript,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Angular",Não especificado,Remoto,PJ,6.000,Angular,PHP,SQL,JavaScript,,,,,,,,
"Vencida, Desenvolvedor(a) Back End Java Pleno",Pleno,Remoto,CLT,,API,Cloud,DevOps,Java,Kanban,,,,,,,
"Vencida, Desenvolvedor(a) iOS - Pleno (Remoto)",Pleno,Remoto,PJ,8.000,iOS,Kotlin,Swift,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Júnior",Júnior,Não Remoto,CLT,3.000,CodeIgniter,Git,JavaScript,MySQL,PHP,RESTful,,,,,,
